,index,Port
2986,2986,VLL
2987,2987,VLN
2988,2988,VLS
2989,2989,VLV
2990,2990,VLY
2991,2991,VNO
2992,2992,VNS
2993,2993,VNX
2994,2994,VOG
2995,2995,VOL
2996,2996,VOZ
2997,2997,VPE
2998,2998,VPS
2999,2999,VPY
3000,3000,VQS
3001,3001,VRA
3002,3002,VRC
3003,3003,VRN
3004,3004,VSA
3005,3005,VST
3006,3006,VTE
3007,3007,VTZ
3008,3008,VUP
3009,3009,VUS
3010,3010,VVC
3011,3011,VVI
3012,3012,VVO
3013,3013,VXC
3014,3014,VXE
3015,3015,VXO
3016,3016,WAA
3017,3017,WAE
3018,3018,WAG
3019,3019,WAT
3020,3020,WAW
3021,3021,WBB
3022,3022,WBM
3023,3023,WDH
3024,3024,WEF
3025,3025,WEI
3026,3026,WGA
3027,3027,WGP
3028,3028,WHK
3029,3029,WIC
3030,3030,WIL
3031,3031,WIN
3032,3032,WJR
3033,3033,WJU
3034,3034,WKJ
3035,3035,WLG
3036,3036,WLH
3037,3037,WLK
3038,3038,WLS
3039,3039,WMI
3040,3040,WMN
3041,3041,WMO
3042,3042,WMR
3043,3043,WNH
3044,3044,WNP
3045,3045,WNR
3046,3046,WNZ
3047,3047,WRE
3048,3048,WRG
3049,3049,WRL
3050,3050,WRO
3051,3051,WRY
3052,3052,WSN
3053,3053,WSX
3054,3054,WSZ
3055,3055,WTK
3056,3056,WTL
3057,3057,WUA
3058,3058,WUH
3059,3059,WUS
3060,3060,WUX
3061,3061,WUZ
3062,3062,WVB
3063,3063,WWK
3064,3064,WWT
3065,3065,WXN
3066,3066,WYA
3067,3067,XAP
3068,3068,XBJ
3069,3069,XCH
3070,3070,XCR
3071,3071,XEQ
3072,3072,XFN
3073,3073,XFW
3074,3074,XIC
3075,3075,XIL
3076,3076,XIY
3077,3077,XKH
3078,3078,XMH
3079,3079,XMN
3080,3080,XMS
3081,3081,XNA
3082,3082,XNN
3083,3083,XQP
3084,3084,XRY
3085,3085,XSB
3086,3086,XSC
3087,3087,XTG
3088,3088,XUZ
3089,3089,YAA
3090,3090,YAB
3091,3091,YAG
3092,3092,YAK
3093,3093,YAM
3094,3094,YAP
3095,3095,YBC
3096,3096,YBG
3097,3097,YBK
3098,3098,YBL
3099,3099,YBP
3100,3100,YBR
3101,3101,YBX
3102,3102,YCB
3103,3103,YCD
3104,3104,YCG
3105,3105,YCO
3106,3106,YCS
3107,3107,YCU
3108,3108,YCY
3109,3109,YDF
3110,3110,YDP
3111,3111,YEG
3112,3112,YEK
3113,3113,YES
3114,3114,YEV
3115,3115,YFB
3116,3116,YFC
3117,3117,YFJ
3118,3118,YFO
3119,3119,YFS
3120,3120,YGH
3121,3121,YGJ
3122,3122,YGK
3123,3123,YGP
3124,3124,YGR
3125,3125,YGT
3126,3126,YGV
3127,3127,YGX
3128,3128,YGZ
3129,3129,YHD
3130,3130,YHI
3131,3131,YHK
3132,3132,YHM
3133,3133,YHO
3134,3134,YHR
3135,3135,YHY
3136,3136,YHZ
3137,3137,YIC
3138,3138,YIE
3139,3139,YIF
3140,3140,YIH
3141,3141,YIN
3142,3142,YIO
3143,3143,YIW
3144,3144,YKA
3145,3145,YKF
3146,3146,YKM
3147,3147,YKS
3148,3148,YKT
3149,3149,YLC
3150,3150,YLE
3151,3151,YLW
3152,3152,YMM
3153,3153,YMN
3154,3154,YNA
3155,3155,YNB
3156,3156,YNG
3157,3157,YNJ
3158,3158,YNP
3159,3159,YNT
3160,3160,YNY
3161,3161,YNZ
3162,3162,YOL
3163,3163,YOW
3164,3164,YPN
3165,3165,YPR
3166,3166,YPW
3167,3167,YPY
3168,3168,YQB
3169,3169,YQD
3170,3170,YQF
3171,3171,YQG
3172,3172,YQK
3173,3173,YQL
3174,3174,YQM
3175,3175,YQQ
3176,3176,YQR
3177,3177,YQT
3178,3178,YQU
3179,3179,YQX
3180,3180,YQY
3181,3181,YQZ
3182,3182,YRA
3183,3183,YRB
3184,3184,YRG
3185,3185,YRL
3186,3186,YRT
3187,3187,YSB
3188,3188,YSG
3189,3189,YSJ
3190,3190,YSK
3191,3191,YSM
3192,3192,YSO
3193,3193,YTE
3194,3194,YTH
3195,3195,YTS
3196,3196,YTY
3197,3197,YTZ
3198,3198,YUL
3199,3199,YUM
3200,3200,YUS
3201,3201,YUT
3202,3202,YUX
3203,3203,YUY
3204,3204,YVM
3205,3205,YVO
3206,3206,YVP
3207,3207,YVQ
3208,3208,YVR
3209,3209,YWG
3210,3210,YWH
3211,3211,YWJ
3212,3212,YWK
3213,3213,YWL
3214,3214,YXC
3215,3215,YXE
3216,3216,YXH
3217,3217,YXJ
3218,3218,YXL
3219,3219,YXN
3220,3220,YXP
3221,3221,YXS
3222,3222,YXT
3223,3223,YXU
3224,3224,YXX
3225,3225,YXY
3226,3226,YYB
3227,3227,YYC
3228,3228,YYD
3229,3229,YYF
3230,3230,YYG
3231,3231,YYH
3232,3232,YYJ
3233,3233,YYQ
3234,3234,YYR
3235,3235,YYT
3236,3236,YYU
3237,3237,YYY
3238,3238,YYZ
3239,3239,YZF
3240,3240,YZP
3241,3241,YZR
3242,3242,YZS
3243,3243,YZT
3244,3244,YZV
3245,3245,YZY
3246,3246,YZZ
3247,3247,ZAD
3248,3248,ZAG
3249,3249,ZAH
3250,3250,ZAL
3251,3251,ZAM
3252,3252,ZAT
3253,3253,ZAZ
3254,3254,ZBF
3255,3255,ZBL
3256,3256,ZBR
3257,3257,ZCL
3258,3258,ZCO
3259,3259,ZDY
3260,3260,ZEL
3261,3261,ZFN
3262,3262,ZGS
3263,3263,ZGU
3264,3264,ZHA
3265,3265,ZHY
3266,3266,ZIG
3267,3267,ZIH
3268,3268,ZKG
3269,3269,ZLO
3270,3270,ZLT
3271,3271,ZMT
3272,3272,ZNE
3273,3273,ZNZ
3274,3274,ZOS
3275,3275,ZQN
3276,3276,ZQW
3277,3277,ZQZ
3278,3278,ZRH
3279,3279,ZSA
3280,3280,ZSE
3281,3281,ZTB
3282,3282,ZTH
3283,3283,ZUH
3284,3284,ZVK
3285,3285,ZYI
3286,3286,ZYL
